"","order_var","article_title","n","mins","hrs"
"2612",1,"Thunberg cleared after unlawful protest arrest",10,50,0.833333333333333
"2613",1,"What we know: Strikes on Houthis and strategy behind them",10,50,0.833333333333333
"2614",2,"BBC confronts man who abused boy in secretive Christian Church",10,50,0.833333333333333
"2615",2,"Israelis tell MPs of Hamas sexual violence evidence",10,50,0.833333333333333
"2616",2,"Japan lands on Moon but glitch threatens mission",10,50,0.833333333333333
"2617",2,"Ship linked to Britain on fire after Houthi attack",10,50,0.833333333333333
"2618",2,"US and UK hint at action after largest Red Sea attack",10,50,0.833333333333333
"2619",3,"China fury as Messi skips HK match, plays in Japan",10,50,0.833333333333333
"2620",3,"Democrats attack Biden over strikes on Houthi rebels",10,50,0.833333333333333
"2621",3,"Gaza destruction risks a lost generation - UN",10,50,0.833333333333333
"2622",3,"Pakistan launches retaliatory strikes into Iran",10,50,0.833333333333333
"2623",3,"Run-DMC DJ shot by godson for revenge, court told",10,50,0.833333333333333
"2624",3,"Russian 'ultra-patriot' jailed after insulting Putin",10,50,0.833333333333333
"2625",4,"Briton in Madrid court over Snapchat plane-bomb hoax",10,50,0.833333333333333
"2626",4,"Can India's 'alternative Maldives' handle mass tourism?",10,50,0.833333333333333
"2627",4,"Climbing Everest? You need to bring your poo back",10,50,0.833333333333333
"2628",4,"Fake death of India actress sparks ethics debate",10,50,0.833333333333333
"2629",4,"FKA twigs responds to Calvin Klein advert ban",10,50,0.833333333333333
"2630",4,"Pope says sexual pleasure is 'a gift from God'",10,50,0.833333333333333
"2631",4,"Spanish farmers join wave of protests",10,50,0.833333333333333
"2632",4,"Trump, Haley and DeSantis make final pitches in frozen Iowa",10,50,0.833333333333333
"2633",4,"Why did a propaganda network steal her face?",10,50,0.833333333333333
"2634",4,"Winter storm hits US with heavy snow and icy winds",10,50,0.833333333333333
"2635",5,"Downed Russian plane leaves unanswered questions",10,50,0.833333333333333
"2636",5,"Miss Japan steps down after tabloid exposes affair",10,50,0.833333333333333
"2637",5,"Shocked by far-right revelations, Germans consider ban",10,50,0.833333333333333
"2638",5,"Succession, Beef and The Bear sweep Emmy Awards",10,50,0.833333333333333
"2639",5,"They went to live with IS in Syria, now they’re coming home",10,50,0.833333333333333
"2640",5,"Top US court refuses to block nitrogen gas execution",10,50,0.833333333333333
"2641",5,"Tough choices for Israel in US's Middle East vision",10,50,0.833333333333333
"2642",5,"US delivers 'private message' to Iran after Yemen strikes",10,50,0.833333333333333
"2643",5,"US teen hailed after saving baby from electrocution",10,50,0.833333333333333
"2644",5,"Weight-loss surgeon told patient 'eat, eat, eat'",10,50,0.833333333333333
"2645",5,"Why is Alabama executing a man using nitrogen gas?",10,50,0.833333333333333
"2646",6,"Austin aide made 'subtle' ambulance plea in new audio",10,50,0.833333333333333
"2647",6,"Grammys 2024: The highs, lows and why Swift won",10,50,0.833333333333333
"2648",6,"Greta Thunberg warned before arrest, court told",10,50,0.833333333333333
"2649",6,"Israel says 24 soldiers killed in Gaza in one day",10,50,0.833333333333333
"2650",6,"Mum and girls hurt in 'corrosive substance' attack",10,50,0.833333333333333
"2651",6,"Namibia criticises German support for Israel over ICJ case",10,50,0.833333333333333
"2652",6,"Nuclear fusion leap brings clean power dream closer",10,50,0.833333333333333
"2653",6,"Oppenheimer leads SAG nominations but Leo snubbed",10,50,0.833333333333333
"2654",6,"Record seizures at Europe's 'cocaine capital' port",10,50,0.833333333333333
"2655",6,"Russian woman jailed for 27 years for cafe killing",10,50,0.833333333333333
"2656",6,"Stricken Japanese Moon mission landed on its nose",10,50,0.833333333333333
"2657",6,"Top US court refuses to block nitrogen gas execution",10,50,0.833333333333333
"2658",6,"Tourists dismayed as Zanzibar runs low on beer",10,50,0.833333333333333
"2659",6,"Trump does not have presidential immunity, court rules",10,50,0.833333333333333
"2660",6,"Why did a propaganda network steal her face?",10,50,0.833333333333333
"2661",6,"William visits Kate in hospital after surgery",10,50,0.833333333333333
"2662",7,"'People will keep dying': Fentanyl crisis grips Mexico's border cities",10,50,0.833333333333333
"2663",7,"Brazil's ex-leader Bolsonaro to have passport seized",10,50,0.833333333333333
"2664",7,"Doomsday Clock stays at 90 seconds to midnight",10,50,0.833333333333333
"2665",7,"Five Republican storylines to watch for in Iowa",10,50,0.833333333333333
"2666",7,"Flight returns to Japan after ‘drunk’ man bites crew",10,50,0.833333333333333
"2667",7,"In pictures: US and Canada blanketed by frigid air",10,50,0.833333333333333
"2668",7,"Netanyahu rejects Hamas's proposed ceasefire terms",10,50,0.833333333333333
"2669",7,"Oscar nominations to reflect Barbenheimer success",10,50,0.833333333333333
"2670",7,"Ryan Gosling disappointed by Barbie's Oscar snubs",10,50,0.833333333333333
"2671",7,"S African DJ Black Coffee injured during flight to gig",10,50,0.833333333333333
"2672",7,"SA gospel singer accused of ordering lover's murder",10,50,0.833333333333333
"2673",7,"Snowstorms disrupt Lunar New Year travel in China",10,50,0.833333333333333
"2674",7,"Spain's congress rejects Catalan separatists bill",10,50,0.833333333333333
"2675",7,"Stricken Japanese Moon mission landed on its nose",10,50,0.833333333333333
"2676",7,"Trump faces E Jean Carroll in $10m defamation case",10,50,0.833333333333333
"2677",7,"US school shooter's mum blames husband at trial",10,50,0.833333333333333
"2678",7,"US teen hailed after saving baby from electrocution",10,50,0.833333333333333
"2679",8,"An eccentric Danish queen abdicates - will others follow?",10,50,0.833333333333333
"2680",8,"Another Trump victory shows race is all but over",10,50,0.833333333333333
"2681",8,"Biden vows border 'shut down' if Congress passes deal",10,50,0.833333333333333
"2682",8,"Denmark's cool, Scandi proclamation felt familiar",10,50,0.833333333333333
"2683",8,"Gaza's largest aid agency 'desperate' after funds paused",10,50,0.833333333333333
"2684",8,"Haley finally gets her solo showdown with Trump",10,50,0.833333333333333
"2685",8,"How disgraced preacher TB Joshua faked his miracles",10,50,0.833333333333333
"2686",8,"Huge blast rocks Nigerian city of Ibadan",10,50,0.833333333333333
"2687",8,"I noticed a bulging lump sensation in my vagina",10,50,0.833333333333333
"2688",8,"Kate in hospital as King to get prostate treatment",10,50,0.833333333333333
"2689",8,"King doing 'extremely well' after diagnosis - Queen",10,50,0.833333333333333
"2690",8,"Maldives ultimatum on troops deepens row with India",10,50,0.833333333333333
"2691",8,"Run-DMC DJ shot by godson for revenge, court told",10,50,0.833333333333333
"2692",8,"Sheryl Sandberg to step down from Meta board",10,50,0.833333333333333
"2693",8,"Temple rises from ruins of one of India’s darkest days",10,50,0.833333333333333
"2694",8,"UK demands clarity over whereabouts of activist",10,50,0.833333333333333
"2695",8,"Woman arrested after pet lion taken on car ride",10,50,0.833333333333333
"2696",9,"'Russia's Google' owner pulls out of home country",10,50,0.833333333333333
"2697",9,"'The unstoppable wars have destroyed our lives'",10,50,0.833333333333333
"2698",9,"Argentina expels family of Ecuador gang leader",10,50,0.833333333333333
"2699",9,"Auction of Mandela items sparks South Africa row",10,50,0.833333333333333
"2700",9,"Australia axes 'golden visa' scheme for mega-rich",10,50,0.833333333333333
"2701",9,"Bafta Film Awards 2024: The nominees in full",10,50,0.833333333333333
"2702",9,"Bomb blasts kill dozens day before Pakistan vote",10,50,0.833333333333333
"2703",9,"Boney M founder Frank Farian dies aged 82",10,50,0.833333333333333
"2704",9,"Britain must train citizen army, military chief warns",10,50,0.833333333333333
"2705",9,"Controversy after Ukrainian-born model crowned Miss Japan",10,50,0.833333333333333
"2706",9,"Footballer Dani Alves denies nightclub rape",10,50,0.833333333333333
"2707",9,"How disgraced preacher TB Joshua faked his miracles",10,50,0.833333333333333
"2708",9,"Imran Khan jailed in secrets case as election looms",10,50,0.833333333333333
"2709",9,"Inside the nine-month cruise going viral on TikTok",10,50,0.833333333333333
"2710",9,"Mafia boss who fled jail using bed sheets captured",10,50,0.833333333333333
"2711",9,"Maine town manager drowns after saving son",10,50,0.833333333333333
"2712",9,"Rugby star Kurtley Beale not guilty of sexual assault",10,50,0.833333333333333
"2713",9,"Six held over plot to disrupt London Stock Exchange",10,50,0.833333333333333
"2714",9,"Trump must pay $83.3m for defaming E Jean Carroll",10,50,0.833333333333333
"2715",9,"Ukraine says it has uncovered major arms corruption",10,50,0.833333333333333
"2716",9,"US woman gets 26 years for mother's 'suitcase murder'",10,50,0.833333333333333
"2717",9,"Where Biden v Trump will be won and lost",10,50,0.833333333333333
"2718",9,"William says public sympathy 'means a great deal'",10,50,0.833333333333333
"2719",9,"Woman arrested after pet lion taken on car ride",10,50,0.833333333333333
"2720",9,"World's first IVF rhino pregnancy 'could save species'",10,50,0.833333333333333
"2721",10,"American lunar mission destroyed over Pacific Ocean",10,50,0.833333333333333
"2722",10,"Did bodybuilding bring on my early perimenopause?",10,50,0.833333333333333
"2723",10,"EU scraps plans to halve pesticide use",10,50,0.833333333333333
"2724",10,"General's sacking won't instantly solve Ukraine's battle woes",10,50,0.833333333333333
"2725",10,"Inert nuclear missile found in US man's garage",10,50,0.833333333333333
"2726",10,"Iraq condemns 'irresponsible' US air strikes",10,50,0.833333333333333
"2727",10,"Japan's Princess Aiko gets job with Red Cross",10,50,0.833333333333333
"2728",10,"Liberia moves from youngest elected leader to oldest",10,50,0.833333333333333
"2729",10,"Moana to get surprise cinema sequel this year",10,50,0.833333333333333
"2730",10,"Nikki Haley asks for Secret Service protection",10,50,0.833333333333333
"2731",10,"Nollywood star sentenced for stepping on naira notes",10,50,0.833333333333333
"2732",10,"Parents of Grand Canyon crash victim to get £79m",10,50,0.833333333333333
"2733",10,"Record-breaking Suits was 2023's most-streamed show",10,50,0.833333333333333
"2734",10,"SA goalkeeper saves four penalties in shootout win",10,50,0.833333333333333
"2735",10,"Six held over plot to disrupt London Stock Exchange",10,50,0.833333333333333
"2736",10,"Spain's congress rejects Catalan separatists bill",10,50,0.833333333333333
"2737",10,"State of emergency in Catalonia over worst ever drought",10,50,0.833333333333333
"2738",10,"Temple rises from ruins of one of India’s darkest days",10,50,0.833333333333333
"2739",10,"Tennis greats' Saudi stance 'beyond disappointing'",10,50,0.833333333333333
"2740",10,"Trailblazing Radio 1 DJ Annie Nightingale dies",10,50,0.833333333333333
"2741",10,"Trump cannot speak at civil fraud trial - judge",10,50,0.833333333333333
"2742",10,"Tucker Carlson interviews Russia's Putin - Kremlin",10,50,0.833333333333333
"2743",10,"UN top court can rule on Ukraine case against Russia",10,50,0.833333333333333
"2744",10,"Unique flying reptile soared above Isle of Skye",10,50,0.833333333333333
"2745",10,"US launches Boeing investigation after blowout",10,50,0.833333333333333
"2746",10,"William visits Kate in hospital after surgery",10,50,0.833333333333333
"2747",10,"Zuckerberg wins on Wall Street after Washington hit",10,50,0.833333333333333
"2748",1,"Alabama inmate faces first nitrogen execution in US",9,45,0.75
"2749",1,"Boeing in ‘last chance saloon’, warns Emirates boss",9,45,0.75
"2750",1,"Deadly blast hits market in Russia-held Ukraine city",9,45,0.75
"2751",1,"First IVF rhino pregnancy 'could save species'",9,45,0.75
"2752",1,"Five kidnapped Nigerian sisters released",9,45,0.75
"2753",1,"Houses set on fire as lava spills into Iceland town",9,45,0.75
"2754",1,"Michigan school shooter's mother found guilty",9,45,0.75
"2755",1,"Missing China billionaire banker quits all roles",9,45,0.75
"2756",1,"Pakistan says children killed in Iranian strike",9,45,0.75
"2757",1,"Schwarzenegger detained over tax for luxury watch",9,45,0.75
"2758",1,"Shackled woman in Hungary court sparks Italy anger",9,45,0.75
"2759",1,"Three US troops killed in drone attack in Jordan",9,45,0.75
"2760",2,"Attacks fly as Trump grows lead in New Hampshire",9,45,0.75
"2761",2,"Days of Our Lives star Bill Hayes dies",9,45,0.75
"2762",2,"Ecuador declares war on gangs after TV attack",9,45,0.75
"2763",2,"Houses set on fire as lava spills into Iceland town",9,45,0.75
"2764",2,"Imran Khan and wife jailed for illegal marriage",9,45,0.75
"2765",2,"Iran's sudden strikes show just how perilous region has become",9,45,0.75
"2766",2,"Israel calls genocide claim a distortion of truth",9,45,0.75
"2767",2,"Oil tanker on fire after Houthi missile attack",9,45,0.75
"2768",2,"Prince Harry drops libel claim against Mail publisher",9,45,0.75
"2769",2,"Trailblazing Radio 1 DJ Annie Nightingale dies",9,45,0.75
"2770",2,"US drone kills Iran-backed militia leader in Baghdad",9,45,0.75
"2771",2,"Zelensky sacks Ukraine's commander-in-chief",9,45,0.75
"2772",3,"Bali bomb families face accused at Guantanamo Bay",9,45,0.75
"2773",3,"Cancer doctor takes gamble to treat his brain tumour",9,45,0.75
"2774",3,"Celine Dion makes surprise appearance at Grammys",9,45,0.75
"2775",3,"China says US 'gravely wrong' to congratulate Taiwan leader",9,45,0.75
"2776",3,"Dior bag furore shakes South Korea's ruling party",9,45,0.75
"2777",3,"Italian culture minister probed over stolen painting",9,45,0.75
"2778",3,"Mars crash ends Nasa helicopter Ingenuity's mission",9,45,0.75
"2779",3,"News outlet's doctored MP photo causes sexism fury",9,45,0.75
"2780",3,"Swedish police destroy object outside Israeli embassy",9,45,0.75
"2781",3,"Tesla owners told not to drive with Apple headsets",9,45,0.75
"2782",3,"What does Putin gain from Tucker Carlson interview?",9,45,0.75
"2783",3,"World breaches 1.5C warming threshold for full year",9,45,0.75
"2784",4,"Bolts missing from door, says Boeing blowout probe",9,45,0.75
"2785",4,"Celine Dion makes surprise appearance at Grammys",9,45,0.75
"2786",4,"Fierce row after sacking of ABC presenter over Gaza post",9,45,0.75
"2787",4,"First glimpse of Netflix's Andrew and Maitlis in film",9,45,0.75
"2788",4,"Haley vows to fight on after second loss to Trump",9,45,0.75
"2789",4,"Hamas video claims to show dead Israeli hostages",9,45,0.75
"2790",4,"Huge ancient city found in the Amazon",9,45,0.75
"2791",4,"Jury starts deliberating in Trump defamation trial",9,45,0.75
"2792",4,"Manhunt for Clapham attack suspect continues",9,45,0.75
"2793",4,"Mars crash ends Nasa helicopter Ingenuity's mission",9,45,0.75
"2794",4,"Nauru cuts ties with Taiwan in favour of China",9,45,0.75
"2795",4,"Rare N Korea footage shows teens sentenced over K-drama",9,45,0.75
"2796",4,"Scientists crack mystery of how MS gene spread",9,45,0.75
"2797",4,"Six held over plot to disrupt London Stock Exchange",9,45,0.75
"2798",4,"Temple rises from ruins of one of India’s darkest days",9,45,0.75
"2799",4,"US says strikes on Iran-linked sites just 'beginning'",9,45,0.75
"2800",4,"Video released of search for Clapham attack suspect",9,45,0.75
"2801",4,"What does it mean for William, Harry and the other royals?",9,45,0.75
"2802",4,"What options does US have to respond to Jordan attack?",9,45,0.75
"2803",4,"Why did the US wait to retaliate for the drone strike?",9,45,0.75
"2804",5,"'My memory is fine' - Biden hits back at special counsel",9,45,0.75
"2805",5,"Australia axes 'Golden visa' scheme for mega rich",9,45,0.75
"2806",5,"Axe-wielding hostage-taker shot dead on Swiss train",9,45,0.75
"2807",5,"Boy with IQ of 162 says football comes first",9,45,0.75
"2808",5,"Controversy after Ukrainian-born model crowned Miss Japan",9,45,0.75
"2809",5,"Defamation defeat a double-edged sword for Trump",9,45,0.75
"2810",5,"Dua Lipa: People don't want pop stars to be smart",9,45,0.75
"2811",5,"Emma Stone: Sex scenes in Poor Things are 'honest'",9,45,0.75
"2812",5,"How Swiss museum heist was foiled by sting at London hotel",9,45,0.75
"2813",5,"Huge galaxy ring challenges thinking on universe",9,45,0.75
"2814",5,"Israeli father fears hostage daughter was sexually abused",9,45,0.75
"2815",5,"Jacinda Ardern marries partner in private ceremony",9,45,0.75
"2816",5,"Judge annuls Musk's 'unfathomable' $56bn Tesla pay",9,45,0.75
"2817",5,"King Charles in hospital for prostate treatment",9,45,0.75
"2818",5,"King Charles to be treated for benign prostate condition",9,45,0.75
"2819",5,"Leaker of Trump's tax returns gets maximum sentence",9,45,0.75
"2820",5,"Man held for murder over South Africa building fire",9,45,0.75
"2821",5,"Margot Robbie comments on best actress Oscar snub",9,45,0.75
"2822",5,"Netflix removes film after backlash from Hindu groups",9,45,0.75
"2823",5,"North Korea fires cruise missiles off east coast",9,45,0.75
"2824",5,"Pakistan launches retaliatory strikes into Iran",9,45,0.75
"2825",5,"Temperatures of -14C with snow and ice warnings in place",9,45,0.75
"2826",5,"TikTok pulls Taylor Swift and The Weeknd's music",9,45,0.75
"2827",5,"Times Square attack on police stirs immigration row",9,45,0.75
"2828",5,"Trump must pay $83.3m for defaming E Jean Carroll",9,45,0.75
"2829",5,"Ukraine says it has uncovered major arms corruption",9,45,0.75
"2830",5,"UN's top court to rule on Israel in Gaza war",9,45,0.75
"2831",5,"US and UK hint at action after largest Red Sea attack",9,45,0.75
"2832",5,"US Congress votes to avoid looming shutdown",9,45,0.75
"2833",6,"Chaos and 'lack of urgency' led to Uvalde failures",9,45,0.75
"2834",6,"Could the Houthis sabotage undersea cables?",9,45,0.75
"2835",6,"Eight US deaths in Colombia linked to dating apps",9,45,0.75
"2836",6,"Five US Marines missing after helicopter goes down",9,45,0.75
"2837",6,"H&M pulls advert accused of sexualising children",9,45,0.75
"2838",6,"Hermit crabs are 'wearing' our plastic rubbish",9,45,0.75
"2839",6,"Hobbit first edition found at boot sale for £1.50",9,45,0.75
"2840",6,"Jodie Comer: I was terrified acting with 15 babies",9,45,0.75
"2841",6,"King Charles in hospital for prostate treatment",9,45,0.75
"2842",6,"LA Innocence Project takes on famous US murder case",9,45,0.75
"2843",6,"Manhunt as seven found shot dead in Illinois city",9,45,0.75
"2844",6,"Mercedes' Hamilton on verge of shock Ferrari move",9,45,0.75
"2845",6,"Michael Owen: 'I'd swap eyes with my son if I could'",9,45,0.75
"2846",6,"Moana to get surprise cinema sequel this year",9,45,0.75
"2847",6,"Moments before US boy, 11, shot by police revealed",9,45,0.75
"2848",6,"Oscars 2024: List of nominations in full",9,45,0.75
"2849",6,"Pakistan launches retaliatory strikes into Iran",9,45,0.75
"2850",6,"Putin's would-be opponent vows to end Ukraine war",9,45,0.75
"2851",6,"S Africa's ANC suspends Zuma after new party launch",9,45,0.75
"2852",6,"Senegal on the brink after elections postponed",9,45,0.75
"2853",6,"Shooting stuns worshippers at Istanbul Catholic mass",9,45,0.75
"2854",6,"Spotify attacks Apple's 'outrageous' 27% commission",9,45,0.75
"2855",6,"The Japanese firm at the heart of the Horizon scandal",9,45,0.75
"2856",6,"UK High Court throws out Trump ex-spy dossier case",9,45,0.75
"2857",6,"UN agency probes claim staff took part in Hamas attack",9,45,0.75
"2858",6,"UN in aid plea after staff accused of Israel attack",9,45,0.75
"2859",6,"Woman who died in dog attack named by family",9,45,0.75
"2860",7,"Alarming 30-fold rise in measles in Europe - WHO",9,45,0.75
"2861",7,"Armenians fight controversial Jerusalem land deal",9,45,0.75
"2862",7,"Arrest after death of US art dealer in Brazil",9,45,0.75
"2863",7,"Auction of Mandela items sparks South Africa row",9,45,0.75
"2864",7,"Biden will not be charged over top secret documents",9,45,0.75
"2865",7,"British brothers raided Swiss museum 'to clear a debt'",9,45,0.75
"2866",7,"Briton in Madrid court over Snapchat plane-bomb hoax",9,45,0.75
"2867",7,"Cockpit window crack forces ANA Boeing to turn back",9,45,0.75
"2868",7,"Cyclone brings heavy rain to Réunion and Mauritius",9,45,0.75
"2869",7,"Danish king publishes book three days into reign",9,45,0.75
"2870",7,"Deadly blast hits market in Russia-held Ukraine city",9,45,0.75
"2871",7,"Disgraced singer Gary Glitter refused jail release",9,45,0.75
"2872",7,"Dog-lovers race to save strays from Russian cull",9,45,0.75
"2873",7,"El Salvador woman freed after abortion conviction",9,45,0.75
"2874",7,"Female farmer killed as car hits French protesters",9,45,0.75
"2875",7,"Greek mafia boss killed in hail of bullets",9,45,0.75
"2876",7,"Huge push for Gaza aid - but little hope for those suffering",9,45,0.75
"2877",7,"In-N-Out Burger closes California store over crime",9,45,0.75
"2878",7,"Israel footballer faces Turkey sack for hostage plea",9,45,0.75
"2879",7,"Man sentenced to death for Japan anime studio fire",9,45,0.75
"2880",7,"Schwarzenegger detained over tax for luxury watch",9,45,0.75
"2881",7,"Shangri-Las lead singer Mary Weiss dies aged 75",9,45,0.75
"2882",7,"South Korea’s complicated relationship with dog meat",9,45,0.75
"2883",7,"Succession, Beef and The Bear sweep Emmy Awards",9,45,0.75
"2884",7,"Turkish MPs back Sweden's Nato membership",9,45,0.75
"2885",7,"UK island base not suitable for migrants, UN says",9,45,0.75
"2886",7,"Ukraine says it shot down Russian spy plane",9,45,0.75
"2887",7,"UN agency probes claim staff took part in Hamas attack",9,45,0.75
"2888",7,"UN top court can rule on Ukraine case against Russia",9,45,0.75
"2889",7,"What Trump's dominant win means for White House race",9,45,0.75
"2890",8,"Bali bomb families face accused at Guantanamo Bay",9,45,0.75
"2891",8,"Broadway star Chita Rivera dies at 91",9,45,0.75
"2892",8,"Cancer doctor takes gamble to treat his brain tumour",9,45,0.75
"2893",8,"Danish king publishes book three days into reign",9,45,0.75
"2894",8,"Dog-lovers race to save strays from Russian cull",9,45,0.75
"2895",8,"Elton John and Tony Blair at Derek Draper's funeral",9,45,0.75
"2896",8,"French volunteers killed in Russian strike - Macron",9,45,0.75
"2897",8,"Greek mafia boss killed in hail of bullets",9,45,0.75
"2898",8,"Haley vows to fight on after second loss to Trump",9,45,0.75
"2899",8,"Has great white shark newborn been caught on film?",9,45,0.75
"2900",8,"Illegal New York synagogue tunnel leads to 9 arrests",9,45,0.75
"2901",8,"Imran Khan jailed in secrets case as election looms",9,45,0.75
"2902",8,"Inert nuclear missile found in US man's garage",9,45,0.75
"2903",8,"Iran extends Nobel Prize winner's prison sentence",9,45,0.75
"2904",8,"Iraqi militant group suspends attacks against US",9,45,0.75
"2905",8,"Israeli footballer flies home amid hostage plea row",9,45,0.75
"2906",8,"Josef Fritzl could be moved to care home - reports",9,45,0.75
"2907",8,"Julia Roberts: No nude scenes is my choice",9,45,0.75
"2908",8,"Kinshasa chaos as Congo river hits near-record level",9,45,0.75
"2909",8,"Narco-sub with $27m of 'scorpion' cocaine seized",9,45,0.75
"2910",8,"No charges for US police in 'wrong door' shooting",9,45,0.75
"2911",8,"Papua New Guinea hit by deadly riots and looting",9,45,0.75
"2912",8,"Prince William can show his own version of royalty",9,45,0.75
"2913",8,"Rare N Korea footage shows teens sentenced over K-drama",9,45,0.75
"2914",8,"Russian sanctioned for Australia's worst data hack",9,45,0.75
"2915",8,"South Korea’s complicated relationship with dog meat",9,45,0.75
"2916",8,"Suspected Jordanian air strikes in Syria kill 10",9,45,0.75
"2917",8,"Thunberg cleared after unlawful protest arrest",9,45,0.75
"2918",8,"Top court to consider if Trump can run for president",9,45,0.75
"2919",8,"Trump faces E Jean Carroll in $10m defamation case",9,45,0.75
"2920",8,"Ukraine not ruling out PoWs on downed Russian plane",9,45,0.75
"2921",8,"Victorious Nigerians taunt South Africans with Tyla hit",9,45,0.75
"2922",9,"Andrew Scott film an 'unforgettable' look at trauma",9,45,0.75
"2923",9,"Antarctica mysteries to be mapped by robot plane",9,45,0.75
"2924",9,"Could the Houthis sabotage undersea cables?",9,45,0.75
"2925",9,"Ecuador city tries to return to normal after gang horror",9,45,0.75
"2926",9,"Ethiopians leap into pool during holy festival",9,45,0.75
"2927",9,"Georgia prosecutors in Trump case admit affair",9,45,0.75
"2928",9,"Haley finally gets her solo showdown with Trump",9,45,0.75
"2929",9,"Hostages taken at US plant in Turkey - reports",9,45,0.75
"2930",9,"Judge threatens to kick Trump out of defamation trial",9,45,0.75
"2931",9,"Maignan and Milan walk off after alleged racist abuse",9,45,0.75
"2932",9,"Michael Owen: 'I'd swap eyes with my son if I could'",9,45,0.75
"2933",9,"Netflix removes film after backlash from Hindu groups",9,45,0.75
"2934",9,"Political grenade puts spotlight on Biden’s age",9,45,0.75
"2935",9,"Spectacular arches and caves as iceberg decays",9,45,0.75
"2936",9,"Steele dossier firm welcomes court win over Trump",9,45,0.75
"2937",9,"Sydney shark attack victim thanks 'heroic' neighbours",9,45,0.75
"2938",9,"Three US soldiers killed in Jordan attack named",9,45,0.75
"2939",9,"Tourists dismayed as Zanzibar runs low on beer",9,45,0.75
"2940",9,"US Congress votes to avoid looming shutdown",9,45,0.75
"2941",9,"US launches fourth round of strikes on Houthi targets",9,45,0.75
"2942",9,"US man says wait for untested execution like 'torture'",9,45,0.75
"2943",9,"Why portraits still matter in an era of selfies",9,45,0.75
"2944",10,"'The unstoppable wars have destroyed our lives'",9,45,0.75
"2945",10,"Andrew Scott film an 'unforgettable' look at trauma",9,45,0.75
"2946",10,"Australian drill rap vs the police",9,45,0.75
"2947",10,"Baldwin pleads not guilty to involuntary manslaughter",9,45,0.75
"2948",10,"Barcelona manager Xavi to leave at end of season",9,45,0.75
"2949",10,"Bear rescued in Ukraine shelling gets Scottish home",9,45,0.75
"2950",10,"Canadian 'poison killer' to head straight to trial",9,45,0.75
"2951",10,"Elton John and Tony Blair at Derek Draper's funeral",9,45,0.75
"2952",10,"Foreign residents sue Japan over racial profiling",9,45,0.75
"2953",10,"Former CIA hacker sentenced to 40 years in prison",9,45,0.75
"2954",10,"France to tighten migrant law despite court ruling",9,45,0.75
"2955",10,"Greek ship hit by Houthi missile in Red Sea",9,45,0.75
"2956",10,"Hobbit first edition found at boot sale for £1.50",9,45,0.75
"2957",10,"I noticed a bulging lump sensation in my vagina",9,45,0.75
"2958",10,"Israel officials want Gaza destruction, court told",9,45,0.75
"2959",10,"Italian culture minister probed over stolen painting",9,45,0.75
"2960",10,"King Charles diagnosed with cancer",9,45,0.75
"2961",10,"Misinformation spreads in China on ‘civil war’ in Texas",9,45,0.75
"2962",10,"Miss Japan steps down after tabloid exposes affair",9,45,0.75
"2963",10,"Nations receiving US arms told to abide by laws of war",9,45,0.75
"2964",10,"No charges for US police in 'wrong door' shooting",9,45,0.75
"2965",10,"Pakistan launches retaliatory strikes into Iran",9,45,0.75
"2966",10,"Police arrest five after bodies found in US desert",9,45,0.75
"2967",10,"Rocky star Carl Weathers dies aged 76",9,45,0.75
"2968",10,"Senate advances aid package for Ukraine and Israel",9,45,0.75
"2969",10,"Spotify attacks Apple's 'outrageous' 27% commission",9,45,0.75
"2970",10,"Taiwan just chose a president China loathes. What now?",9,45,0.75
"2971",10,"They fled as lava spilled into town - and they may never return",9,45,0.75
"2972",10,"Top Arizona Republican quits over leaked tape offer",9,45,0.75
"2973",10,"Trump takes legal risk on stand in defamation trial",9,45,0.75
"2974",10,"Trump turns his legal battles into campaign spectacle",9,45,0.75
"2975",10,"Tucker Carlson to interview Russia's Putin",9,45,0.75
"2976",10,"TV and film actor Adan Canto dies of cancer at 42",9,45,0.75
"2977",10,"UN condemns Alabama nitrogen gas execution",9,45,0.75
"2978",10,"Universal Music to pull songs from TikTok",9,45,0.75
"2979",10,"Will Macron's whizz-kid help fend off the far right?",9,45,0.75
"2980",10,"Zimbabwe opposition leader quits 'contaminated' party",9,45,0.75
"2981",1,"Alec Baldwin charged again in fatal Rust shooting",8,40,0.666666666666667
"2982",1,"French volunteers killed in Russian strike - Macron",8,40,0.666666666666667
"2983",1,"Musk announces wireless brain chip implant",8,40,0.666666666666667
"2984",1,"Trump gives a 4-minute defence in defamation trial",8,40,0.666666666666667
"2985",1,"Ukrainian-born model named Miss Japan stirs controversy",8,40,0.666666666666667
"2986",2,"Exciting new cancer drug kinder than chemotherapy",8,40,0.666666666666667
"2987",2,"Imran Khan jailed for leaking state secrets",8,40,0.666666666666667
"2988",2,"Israeli father fears hostage daughter was sexually abused",8,40,0.666666666666667
"2989",2,"Massive winter US storm expected to hit millions",8,40,0.666666666666667
"2990",2,"Newborn baby found in shopping bag by dog walker",8,40,0.666666666666667
"2991",2,"News channel's doctored image of MP causes anger",8,40,0.666666666666667
"2992",2,"Rio declares health emergency days before Carnival",8,40,0.666666666666667
"2993",2,"S African DJ Black Coffee injured during flight to gig",8,40,0.666666666666667
"2994",2,"Why did Iran launch strikes on its allies' territory?",8,40,0.666666666666667
