"","order_var","article_title","n","mins","hrs"
"1351",5,"King doing 'extremely well' after diagnosis - Queen",21,105,1.75
"1352",5,"Namibia gets new leader hours after predecessor dies",21,105,1.75
"1353",5,"Netanyahu defies Biden over Palestinian state",21,105,1.75
"1354",5,"NZ MP resigns following shoplifting allegations",21,105,1.75
"1355",5,"South Africa slams Nigeria for football safety warning",21,105,1.75
"1356",5,"Spectacular arches and caves as iceberg decays",21,105,1.75
"1357",5,"Trump takes legal risk on stand in defamation trial",21,105,1.75
"1358",5,"Tucker Carlson to interview Russia's Putin",21,105,1.75
"1359",5,"William to return to work after Kate's surgery",21,105,1.75
"1360",6,"'Will you come and get me?' Gaza girl's desperate plea before losing contact",21,105,1.75
"1361",6,"Democrat leaves hospital to cast vital impeachment vote",21,105,1.75
"1362",6,"Inert nuclear missile found in US man's garage",21,105,1.75
"1363",6,"Man jailed for 50 years for defaming Thai monarchy",21,105,1.75
"1364",6,"Records broken but Barbie snubbed - 6 Oscars talking points",21,105,1.75
"1365",6,"The Emmys red carpet in pictures",21,105,1.75
"1366",6,"Ukraine 'hits Russian missile boat in Black Sea'",21,105,1.75
"1367",7,"Fashion icons assemble for Enninful's last Vogue",21,105,1.75
"1368",7,"Iran says US strikes are a 'strategic mistake'",21,105,1.75
"1369",7,"Israelis tell MPs of Hamas sexual violence evidence",21,105,1.75
"1370",7,"Lauren Boebert's ex-husband arrested in Colorado",21,105,1.75
"1371",7,"Manhunt for Clapham attack suspect continues",21,105,1.75
"1372",7,"Military-led West African states leave Ecowas",21,105,1.75
"1373",7,"Rugby star Kurtley Beale not guilty of sexual assault",21,105,1.75
"1374",7,"Shocked by far-right revelations, Germans consider ban",21,105,1.75
"1375",7,"Trump cannot speak at civil fraud trial - judge",21,105,1.75
"1376",7,"YouTube terminates TB Joshua’s official channel",21,105,1.75
"1377",8,"Adele announces 'random' Munich residency",21,105,1.75
"1378",8,"Cher's conservatorship request for son denied",21,105,1.75
"1379",8,"Democrat being investigated for spending on security",21,105,1.75
"1380",8,"How TB Joshua’s whistle-blowing daughter took on 'Daddy'",21,105,1.75
"1381",8,"Man held for murder over South Africa building fire",21,105,1.75
"1382",8,"Man sentenced to death for Japan anime studio fire",21,105,1.75
"1383",8,"Passenger opens plane door and walks on wing",21,105,1.75
"1384",8,"Rapper Killer Mike detained at Grammys ceremony",21,105,1.75
"1385",8,"Six-legged dog has operation to remove extra limbs",21,105,1.75
"1386",9,"Cyclone brings heavy rain to Reunion and Mauritius",21,105,1.75
"1387",9,"Former president of Chile dies in helicopter crash",21,105,1.75
"1388",9,"King leaves hospital as Kate recovers at home",21,105,1.75
"1389",9,"Top Palestinian envoy says UK guilty of hypocrisy",21,105,1.75
"1390",9,"Trump ordered to pay NY Times $392,000 in legal costs",21,105,1.75
"1391",9,"TV and film actor Adan Canto dies of cancer at 42",21,105,1.75
"1392",9,"Why is TikTok going crazy for Stanley water cups?",21,105,1.75
"1393",9,"Woman injured in Sydney Harbour shark attack",21,105,1.75
"1394",10,"Biden secures major endorsement in re-election bid",21,105,1.75
"1395",10,"I almost died up a mountain scattering dad's ashes",21,105,1.75
"1396",10,"Injured, hungry and alone - the Gazan children orphaned by war",21,105,1.75
"1397",10,"Iran's antisemitic speeches to UK students probed",21,105,1.75
"1398",10,"Israeli protesters hold up aid trucks to Gaza",21,105,1.75
"1399",10,"Michael Owen: 'I'd swap eyes with my son if I could'",21,105,1.75
"1400",10,"Microsoft says AI is getting deployed 'at scale'",21,105,1.75
"1401",10,"Rolling Tuscan fields among stunning travel award photos",21,105,1.75
"1402",10,"Saudi Arabia to get first alcohol shop in 70 years",21,105,1.75
"1403",10,"What do we know about the King's cancer diagnosis?",21,105,1.75
"1404",10,"Where Biden v Trump will be won and lost",21,105,1.75
"1405",10,"Why the world is watching US election so closely",21,105,1.75
"1406",1,"Orban and EU leaders to face off over Ukraine aid",20,100,1.66666666666667
"1407",1,"Pakistan condemns deadly Iranian missile strike",20,100,1.66666666666667
"1408",1,"Western officials in protest over Israel Gaza policy",20,100,1.66666666666667
"1409",2,"Georgia prosecutors in Trump case admit affair",20,100,1.66666666666667
"1410",2,"Haley calls Trump insecure for false 'birther' claims",20,100,1.66666666666667
"1411",2,"Iran admits carrying out deadly Pakistan strike",20,100,1.66666666666667
"1412",2,"Israel chooses Eurovision act amid boycott calls",20,100,1.66666666666667
"1413",2,"Prince Harry to visit King Charles in coming days",20,100,1.66666666666667
"1414",2,"Taiwan elects pro-sovereignty leader, angering Beijing",20,100,1.66666666666667
"1415",3,"'Send back our husbands' - Russian women in rare protest",20,100,1.66666666666667
"1416",3,"Climbing Everest? You need to bring your poo back",20,100,1.66666666666667
"1417",3,"Qatar 'appalled' by Netanyahu's reported criticism",20,100,1.66666666666667
"1418",3,"Two Royal Navy warships collide at Bahrain port",20,100,1.66666666666667
"1419",3,"US launches more strikes against Houthis in Yemen",20,100,1.66666666666667
"1420",3,"US voters react to Trump's commanding win in Iowa",20,100,1.66666666666667
"1421",3,"William visits Kate in hospital after surgery",20,100,1.66666666666667
"1422",4,"Captain Cook statue sawn off ahead of Australia Day",20,100,1.66666666666667
"1423",4,"German chancellor finds doppelganger in US senator",20,100,1.66666666666667
"1424",4,"King Charles diagnosed with cancer",20,100,1.66666666666667
"1425",4,"Run-DMC DJ shot by godson for revenge, court told",20,100,1.66666666666667
"1426",4,"S African DJ Black Coffee injured during flight to gig",20,100,1.66666666666667
"1427",4,"Taylor Swift deepfakes spark calls for US legislation",20,100,1.66666666666667
"1428",4,"Top Arizona Republican quits over leaked tape offer",20,100,1.66666666666667
"1429",5,"Boeing in ‘last chance saloon’, warns Emirates boss",20,100,1.66666666666667
"1430",5,"Brosnan pleads not guilty to Yellowstone trespassing",20,100,1.66666666666667
"1431",5,"Taiwan elects pro-sovereignty leader, angering Beijing",20,100,1.66666666666667
"1432",5,"US approves plan for strikes on Iranian targets",20,100,1.66666666666667
"1433",6,"'If not Putin, then who?' - How Russians view looming elections",20,100,1.66666666666667
"1434",6,"Climbing Everest? You need to bring your poo back",20,100,1.66666666666667
"1435",6,"Stunning shot of polar bear drifting to sleep wins award",20,100,1.66666666666667
"1436",6,"Temple rises from ruins of one of India’s darkest days",20,100,1.66666666666667
"1437",6,"Western officials in protest over Israel Gaza policy",20,100,1.66666666666667
"1438",7,"Andrew Scott film an 'unforgettable' look at trauma",20,100,1.66666666666667
"1439",7,"France to tighten migrant law despite court ruling",20,100,1.66666666666667
"1440",7,"Heist brothers 'should be banned from Switzerland'",20,100,1.66666666666667
"1441",7,"Inert nuclear missile found in US man's garage",20,100,1.66666666666667
"1442",7,"Liberia's new leader fails to end inauguration speech",20,100,1.66666666666667
"1443",7,"Namibia criticises German support for Israel over ICJ case",20,100,1.66666666666667
"1444",7,"One dead in shooting at Istanbul Catholic church",20,100,1.66666666666667
"1445",7,"Taylor Swift deepfakes spark calls for US legislation",20,100,1.66666666666667
"1446",7,"UN condemns Alabama nitrogen gas execution",20,100,1.66666666666667
"1447",7,"What is Tower 22 and why are US troops in Jordan?",20,100,1.66666666666667
"1448",8,"British base jumper dies after parachute fails",20,100,1.66666666666667
"1449",8,"Defamation defeat a double-edged sword for Trump",20,100,1.66666666666667
"1450",8,"Dua Lipa, Billie Eilish and SZA set to star at Grammy Awards",20,100,1.66666666666667
"1451",8,"Ex-Abercrombie CEO denies sex trafficking allegations",20,100,1.66666666666667
"1452",8,"Five US Marines missing after helicopter goes down",20,100,1.66666666666667
"1453",8,"Georgia prosecutors in Trump case admit affair",20,100,1.66666666666667
"1454",8,"Jennifer Lopez takes Bob the Builder to big screen",20,100,1.66666666666667
"1455",8,"Miss Japan steps down after tabloid exposes affair",20,100,1.66666666666667
"1456",8,"US voters react to Trump's commanding win in Iowa",20,100,1.66666666666667
"1457",8,"Where did it all go wrong for Ron DeSantis?",20,100,1.66666666666667
"1458",8,"Why did US wait to retaliate for drone attack on its troops?",20,100,1.66666666666667
"1459",9,"'Catastrophic' flood risk for drenched California",20,100,1.66666666666667
"1460",9,"Ex-Abercrombie CEO denies sex trafficking allegations",20,100,1.66666666666667
"1461",9,"German far-right met to plan 'mass deportations'",20,100,1.66666666666667
"1462",9,"How TB Joshua’s whistle-blowing daughter took on 'Daddy'",20,100,1.66666666666667
"1463",9,"Iran: Air strike on Syria will not go 'unanswered'",20,100,1.66666666666667
"1464",9,"Run-DMC DJ shot by godson for revenge, court told",20,100,1.66666666666667
"1465",9,"Ryan Gosling disappointed by Barbie's Oscar snubs",20,100,1.66666666666667
"1466",9,"Who invented butter chicken? Creamy dish centre of court battle",20,100,1.66666666666667
"1467",9,"X blocks searches for Taylor Swift on its site",20,100,1.66666666666667
"1468",10,"Apple to allow rival app stores on iPhones in EU",20,100,1.66666666666667
"1469",10,"Five Republican storylines to watch for in Iowa",20,100,1.66666666666667
"1470",10,"Foreign Office warns man running length of Africa",20,100,1.66666666666667
"1471",10,"India PM opens grand temple on razed mosque site",20,100,1.66666666666667
"1472",10,"Trump counts on evangelicals to carry him to Iowa victory",20,100,1.66666666666667
"1473",10,"US delivers 'private message' to Iran after Yemen strikes",20,100,1.66666666666667
"1474",1,"Billionaire Lewis pleads guilty to insider trading",19,95,1.58333333333333
"1475",1,"China gives detained Australian suspended death sentence",19,95,1.58333333333333
"1476",1,"Emmys 2024: The red carpet in pictures",19,95,1.58333333333333
"1477",1,"Iran seizes oil tanker near Oman - reports",19,95,1.58333333333333
"1478",1,"News channel's doctored image of MP causes anger",19,95,1.58333333333333
"1479",1,"Trump asked to pay NY Times $392,000 in legal costs",19,95,1.58333333333333
"1480",1,"UK halts aid to UN agency after Hamas attack claim",19,95,1.58333333333333
"1481",2,"Princess of Wales in hospital after abdominal surgery",19,95,1.58333333333333
"1482",2,"Ryan Gosling disappointed by Barbie's Oscar snubs",19,95,1.58333333333333
"1483",2,"UK warned of coldest January night in 14 years",19,95,1.58333333333333
"1484",3,"UK island base not suitable for migrants, UN says",19,95,1.58333333333333
"1485",4,"China gives detained Australian suspended death sentence",19,95,1.58333333333333
"1486",4,"Escape to the Country's Jonnie Irwin dies aged 50",19,95,1.58333333333333
"1487",4,"Fire on ship linked to Britain after Houthi attack",19,95,1.58333333333333
"1488",4,"Former pole vault world champion Barber dies aged 29",19,95,1.58333333333333
"1489",4,"Iran-backed group suspends attacks against US",19,95,1.58333333333333
"1490",4,"Italian culture minister probed over stolen painting",19,95,1.58333333333333
"1491",4,"US and UK hint at action after largest Red Sea attack",19,95,1.58333333333333
"1492",5,"100 days since unthinkable attack triggered devastating war",19,95,1.58333333333333
"1493",5,"Denmark's cool, Scandi proclamation felt familiar",19,95,1.58333333333333
"1494",5,"Duchess of York 'shock' at skin cancer diagnosis",19,95,1.58333333333333
"1495",5,"Five kidnapped Nigerian sisters released",19,95,1.58333333333333
"1496",5,"Inert nuclear missile found in US man's garage",19,95,1.58333333333333
"1497",5,"Namibia criticises German support for Israel over ICJ case",19,95,1.58333333333333
"1498",5,"Nigerian actor's children arrested over his medical bills",19,95,1.58333333333333
"1499",5,"The schools moving underground to keep children safe",19,95,1.58333333333333
"1500",5,"Universal Music to pull songs from TikTok",19,95,1.58333333333333
"1501",5,"Who is Trump's trial lawyer Alina Habba?",19,95,1.58333333333333
"1502",6,"Alkali attack suspect was not eligible for asylum",19,95,1.58333333333333
"1503",6,"Brits living abroad for more than 15 years get vote",19,95,1.58333333333333
"1504",6,"Dior bag furore shakes South Korea's ruling party",19,95,1.58333333333333
"1505",6,"Ecuador president defies gangs to take on the army",19,95,1.58333333333333
"1506",6,"Iowa principal who saved pupils from shooting dies",19,95,1.58333333333333
"1507",6,"King Charles diagnosed with cancer",19,95,1.58333333333333
"1508",6,"Mars crash ends Nasa helicopter Ingenuity's mission",19,95,1.58333333333333
"1509",6,"Oppenheimer eclipses Barbie in Bafta nominations",19,95,1.58333333333333
"1510",6,"Senior Tory's call for Sunak to go sparks backlash",19,95,1.58333333333333
"1511",6,"US upholds ban on sale of latest Apple watches",19,95,1.58333333333333
"1512",7,"American lunar mission destroyed over Pacific Ocean",19,95,1.58333333333333
"1513",7,"Audio of US defence secretary's 911 call released",19,95,1.58333333333333
"1514",7,"Disposable vapes to be banned for child health",19,95,1.58333333333333
"1515",7,"DPD error caused chatbot to swear at customer",19,95,1.58333333333333
"1516",7,"Hezbollah missile attack kills Israeli woman and son",19,95,1.58333333333333
"1517",7,"Tesla owners told not to drive with Apple headsets",19,95,1.58333333333333
"1518",7,"What options does US have to respond to Jordan attack?",19,95,1.58333333333333
"1519",7,"Yemen strikes show war in Gaza has already spread",19,95,1.58333333333333
"1520",8,"'If not Putin, then who?' - How Russians view looming elections",19,95,1.58333333333333
"1521",8,"25,000 now killed in Gaza, says Hamas-run ministry",19,95,1.58333333333333
"1522",8,"Auschwitz film was 'like Big Brother' in house next to camp",19,95,1.58333333333333
"1523",8,"Fierce row after sacking of ABC presenter over Gaza post",19,95,1.58333333333333
"1524",8,"Magnussen to make doping 'world record' attempt",19,95,1.58333333333333
"1525",8,"Mum and girls hurt in 'corrosive substance' attack",19,95,1.58333333333333
"1526",8,"Namibia gets new leader hours after predecessor dies",19,95,1.58333333333333
"1527",8,"Ryan Gosling disappointed by Barbie's Oscar snubs",19,95,1.58333333333333
