order,value,url,scrape_date,order_var
NA,Iran says Tehran metro girl ‘brain dead’,NA,2023-10-23T15:59:05Z,9
NA,The Maldives' new leader wants Indian troops to leave,NA,2023-10-23T15:59:05Z,10
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T16:04:07Z,1
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T16:04:07Z,2
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T16:04:07Z,3
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T16:04:07Z,4
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T16:04:07Z,5
NA,Iran warns Israel to stop or region will 'go out of control',NA,2023-10-23T16:04:07Z,6
NA,Gangster-turned-actor Dave Courtney dies aged 64,NA,2023-10-23T16:04:07Z,7
NA,Argentina minister defies polls in first-round vote,NA,2023-10-23T16:04:07Z,8
NA,Iran says Tehran metro girl ‘brain dead’,NA,2023-10-23T16:04:07Z,9
NA,The Maldives' new leader wants Indian troops to leave,NA,2023-10-23T16:04:07Z,10
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T16:09:09Z,1
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T16:09:09Z,2
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T16:09:09Z,3
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T16:09:09Z,4
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T16:09:09Z,5
NA,Iran warns Israel to stop or region will 'go out of control',NA,2023-10-23T16:09:09Z,6
NA,Gangster-turned-actor Dave Courtney dies aged 64,NA,2023-10-23T16:09:09Z,7
NA,Argentina minister defies polls in first-round vote,NA,2023-10-23T16:09:09Z,8
NA,Iran says Tehran metro girl ‘brain dead’,NA,2023-10-23T16:09:09Z,9
NA,The Maldives' new leader wants Indian troops to leave,NA,2023-10-23T16:09:09Z,10
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T16:14:12Z,1
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T16:14:12Z,2
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T16:14:12Z,3
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T16:14:12Z,4
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T16:14:12Z,5
NA,Iran warns Israel to stop or region will 'go out of control',NA,2023-10-23T16:14:12Z,6
NA,Gangster-turned-actor Dave Courtney dies aged 64,NA,2023-10-23T16:14:12Z,7
NA,Argentina minister defies polls in first-round vote,NA,2023-10-23T16:14:12Z,8
NA,Iran says Tehran metro girl ‘brain dead’,NA,2023-10-23T16:14:12Z,9
NA,The Maldives' new leader wants Indian troops to leave,NA,2023-10-23T16:14:12Z,10
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T16:19:14Z,1
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T16:19:14Z,2
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T16:19:14Z,3
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T16:19:14Z,4
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T16:19:14Z,5
NA,Iran warns Israel to stop or region will 'go out of control',NA,2023-10-23T16:19:14Z,6
NA,Gangster-turned-actor Dave Courtney dies aged 64,NA,2023-10-23T16:19:14Z,7
NA,Argentina minister defies polls in first-round vote,NA,2023-10-23T16:19:14Z,8
NA,Iran says Tehran metro girl ‘brain dead’,NA,2023-10-23T16:19:14Z,9
NA,The Maldives' new leader wants Indian troops to leave,NA,2023-10-23T16:19:14Z,10
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T16:24:15Z,1
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T16:24:15Z,2
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T16:24:15Z,3
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T16:24:15Z,4
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T16:24:15Z,5
NA,Iran warns Israel to stop or region will 'go out of control',NA,2023-10-23T16:24:15Z,6
NA,Gangster-turned-actor Dave Courtney dies aged 64,NA,2023-10-23T16:24:15Z,7
NA,Argentina minister defies polls in first-round vote,NA,2023-10-23T16:24:15Z,8
NA,Iran says Tehran metro girl ‘brain dead’,NA,2023-10-23T16:24:15Z,9
NA,The Maldives' new leader wants Indian troops to leave,NA,2023-10-23T16:24:15Z,10
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T16:29:18Z,1
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T16:29:18Z,2
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T16:29:18Z,3
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T16:29:18Z,4
NA,Iran warns Israel to stop or region will 'go out of control',NA,2023-10-23T16:29:18Z,5
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T16:29:18Z,6
NA,Gangster-turned-actor Dave Courtney dies aged 64,NA,2023-10-23T16:29:18Z,7
NA,Argentina minister defies polls in first-round vote,NA,2023-10-23T16:29:18Z,8
NA,Iran says Tehran metro girl ‘brain dead’,NA,2023-10-23T16:29:18Z,9
NA,Venezuelan opposition unites behind María Corina Machado,NA,2023-10-23T16:29:18Z,10
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T16:34:21Z,1
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T16:34:21Z,2
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T16:34:21Z,3
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T16:34:21Z,4
NA,Iran warns Israel to stop or region will 'go out of control',NA,2023-10-23T16:34:21Z,5
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T16:34:21Z,6
NA,Gangster-turned-actor Dave Courtney dies aged 64,NA,2023-10-23T16:34:21Z,7
NA,Argentina minister defies polls in first-round vote,NA,2023-10-23T16:34:21Z,8
NA,Iran says Tehran metro girl ‘brain dead’,NA,2023-10-23T16:34:21Z,9
NA,Venezuelan opposition unites behind María Corina Machado,NA,2023-10-23T16:34:21Z,10
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T16:39:23Z,1
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T16:39:23Z,2
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T16:39:23Z,3
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T16:39:23Z,4
NA,Iran warns Israel to stop or region will 'go out of control',NA,2023-10-23T16:39:23Z,5
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T16:39:23Z,6
NA,Gangster-turned-actor Dave Courtney dies aged 64,NA,2023-10-23T16:39:23Z,7
NA,Argentina minister defies polls in first-round vote,NA,2023-10-23T16:39:23Z,8
NA,Iran says Tehran metro girl ‘brain dead’,NA,2023-10-23T16:39:23Z,9
NA,Venezuelan opposition unites behind María Corina Machado,NA,2023-10-23T16:39:23Z,10
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T16:44:25Z,1
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T16:44:25Z,2
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T16:44:25Z,3
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T16:44:25Z,4
NA,Iran warns Israel to stop or region will 'go out of control',NA,2023-10-23T16:44:25Z,5
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T16:44:25Z,6
NA,Gangster-turned-actor Dave Courtney dies aged 64,NA,2023-10-23T16:44:25Z,7
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T16:44:25Z,8
NA,Argentina minister defies polls in first-round vote,NA,2023-10-23T16:44:25Z,9
NA,Venezuelan opposition unites behind María Corina Machado,NA,2023-10-23T16:44:25Z,10
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T16:49:27Z,1
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T16:49:27Z,2
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T16:49:27Z,3
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T16:49:27Z,4
NA,Iran warns Israel to stop or region will 'go out of control',NA,2023-10-23T16:49:27Z,5
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T16:49:27Z,6
NA,Gangster-turned-actor Dave Courtney dies aged 64,NA,2023-10-23T16:49:27Z,7
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T16:49:27Z,8
NA,Argentina minister defies polls in first-round vote,NA,2023-10-23T16:49:27Z,9
NA,Venezuelan opposition unites behind María Corina Machado,NA,2023-10-23T16:49:27Z,10
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T16:54:29Z,1
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T16:54:29Z,2
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T16:54:29Z,3
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T16:54:29Z,4
NA,Iran warns Israel to stop or region will 'go out of control',NA,2023-10-23T16:54:29Z,5
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T16:54:29Z,6
NA,Gangster-turned-actor Dave Courtney dies aged 64,NA,2023-10-23T16:54:29Z,7
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T16:54:29Z,8
NA,Argentina minister defies polls in first-round vote,NA,2023-10-23T16:54:29Z,9
NA,Venezuelan opposition unites behind María Corina Machado,NA,2023-10-23T16:54:29Z,10
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T16:59:31Z,1
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T16:59:31Z,2
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T16:59:31Z,3
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T16:59:31Z,4
NA,Iran warns Israel to stop or region will 'go out of control',NA,2023-10-23T16:59:31Z,5
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T16:59:31Z,6
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T16:59:31Z,7
NA,Gangster-turned-actor Dave Courtney dies aged 64,NA,2023-10-23T16:59:31Z,8
NA,Argentina minister defies polls in first-round vote,NA,2023-10-23T16:59:31Z,9
NA,Venezuelan opposition unites behind María Corina Machado,NA,2023-10-23T16:59:31Z,10
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T17:04:33Z,1
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T17:04:33Z,2
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T17:04:33Z,3
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T17:04:33Z,4
NA,Iran warns Israel to stop or region will 'go out of control',NA,2023-10-23T17:04:33Z,5
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T17:04:33Z,6
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T17:04:33Z,7
NA,Gangster-turned-actor Dave Courtney dies aged 64,NA,2023-10-23T17:04:33Z,8
NA,Argentina minister defies polls in first-round vote,NA,2023-10-23T17:04:33Z,9
NA,Venezuelan opposition unites behind María Corina Machado,NA,2023-10-23T17:04:33Z,10
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T17:09:36Z,1
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T17:09:36Z,2
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T17:09:36Z,3
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T17:09:36Z,4
NA,Iran warns Israel to stop or region will 'go out of control',NA,2023-10-23T17:09:36Z,5
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T17:09:36Z,6
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T17:09:36Z,7
NA,Gangster-turned-actor Dave Courtney dies aged 64,NA,2023-10-23T17:09:36Z,8
NA,Argentina minister defies polls in first-round vote,NA,2023-10-23T17:09:36Z,9
NA,Venezuelan opposition unites behind María Corina Machado,NA,2023-10-23T17:09:36Z,10
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T17:14:38Z,1
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T17:14:38Z,2
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T17:14:38Z,3
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T17:14:38Z,4
NA,Iran warns Israel to stop or region will 'go out of control',NA,2023-10-23T17:14:38Z,5
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T17:14:38Z,6
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T17:14:38Z,7
NA,Gangster-turned-actor Dave Courtney dies aged 64,NA,2023-10-23T17:14:38Z,8
NA,Argentina minister defies polls in first-round vote,NA,2023-10-23T17:14:38Z,9
NA,Venezuelan opposition unites behind María Corina Machado,NA,2023-10-23T17:14:38Z,10
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T17:19:40Z,1
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T17:19:40Z,2
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T17:19:40Z,3
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T17:19:40Z,4
NA,Iran warns Israel to stop or region will 'go out of control',NA,2023-10-23T17:19:40Z,5
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T17:19:40Z,6
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T17:19:40Z,7
NA,Gangster-turned-actor Dave Courtney dies aged 64,NA,2023-10-23T17:19:40Z,8
NA,Argentina minister defies polls in first-round vote,NA,2023-10-23T17:19:40Z,9
NA,Venezuelan opposition unites behind María Corina Machado,NA,2023-10-23T17:19:40Z,10
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T17:24:42Z,1
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T17:24:42Z,2
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T17:24:42Z,3
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T17:24:42Z,4
NA,Iran warns Israel to stop or region will 'go out of control',NA,2023-10-23T17:24:42Z,5
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T17:24:42Z,6
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T17:24:42Z,7
NA,Gangster-turned-actor Dave Courtney dies aged 64,NA,2023-10-23T17:24:42Z,8
NA,Argentina minister defies polls in first-round vote,NA,2023-10-23T17:24:42Z,9
NA,Iran says Tehran metro girl ‘brain dead’,NA,2023-10-23T17:24:42Z,10
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T17:29:44Z,1
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T17:29:44Z,2
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T17:29:44Z,3
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T17:29:44Z,4
NA,Iran warns Israel to stop or region will 'go out of control',NA,2023-10-23T17:29:44Z,5
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T17:29:44Z,6
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T17:29:44Z,7
NA,Gangster-turned-actor Dave Courtney dies aged 64,NA,2023-10-23T17:29:44Z,8
NA,Argentina minister defies polls in first-round vote,NA,2023-10-23T17:29:44Z,9
NA,Iran says Tehran metro girl ‘brain dead’,NA,2023-10-23T17:29:44Z,10
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T17:34:46Z,1
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T17:34:46Z,2
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T17:34:46Z,3
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T17:34:46Z,4
NA,Iran warns Israel to stop or region will 'go out of control',NA,2023-10-23T17:34:46Z,5
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T17:34:46Z,6
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T17:34:46Z,7
NA,Gangster-turned-actor Dave Courtney dies aged 64,NA,2023-10-23T17:34:46Z,8
NA,Argentina minister defies polls in first-round vote,NA,2023-10-23T17:34:46Z,9
NA,Iran says Tehran metro girl ‘brain dead’,NA,2023-10-23T17:34:46Z,10
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T17:39:49Z,1
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T17:39:49Z,2
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T17:39:49Z,3
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T17:39:49Z,4
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T17:39:49Z,5
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T17:39:49Z,6
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T17:39:49Z,7
NA,Iran warns Israel to stop or region will 'go out of control',NA,2023-10-23T17:39:49Z,8
NA,Gangster-turned-actor Dave Courtney dies aged 64,NA,2023-10-23T17:39:49Z,9
NA,Argentina minister defies polls in first-round vote,NA,2023-10-23T17:39:49Z,10
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T17:44:51Z,1
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T17:44:51Z,2
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T17:44:51Z,3
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T17:44:51Z,4
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T17:44:51Z,5
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T17:44:51Z,6
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T17:44:51Z,7
NA,Iran warns Israel to stop or region will 'go out of control',NA,2023-10-23T17:44:51Z,8
NA,Gangster-turned-actor Dave Courtney dies aged 64,NA,2023-10-23T17:44:51Z,9
NA,Argentina minister defies polls in first-round vote,NA,2023-10-23T17:44:51Z,10
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T17:49:53Z,1
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T17:49:53Z,2
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T17:49:53Z,3
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T17:49:53Z,4
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T17:49:53Z,5
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T17:49:53Z,6
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T17:49:53Z,7
NA,Iran warns Israel to stop or region will 'go out of control',NA,2023-10-23T17:49:53Z,8
NA,Gangster-turned-actor Dave Courtney dies aged 64,NA,2023-10-23T17:49:53Z,9
NA,Argentina minister defies polls in first-round vote,NA,2023-10-23T17:49:53Z,10
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T17:54:55Z,1
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T17:54:55Z,2
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T17:54:55Z,3
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T17:54:55Z,4
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T17:54:55Z,5
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T17:54:55Z,6
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T17:54:55Z,7
NA,Iran warns Israel to stop or region will 'go out of control',NA,2023-10-23T17:54:55Z,8
NA,Gangster-turned-actor Dave Courtney dies aged 64,NA,2023-10-23T17:54:55Z,9
NA,Argentina minister defies polls in first-round vote,NA,2023-10-23T17:54:55Z,10
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T17:59:57Z,1
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T17:59:57Z,2
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T17:59:57Z,3
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T17:59:57Z,4
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T17:59:57Z,5
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T17:59:57Z,6
NA,Iran warns Israel to stop or region will 'go out of control',NA,2023-10-23T17:59:57Z,7
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T17:59:57Z,8
NA,Gangster-turned-actor Dave Courtney dies aged 64,NA,2023-10-23T17:59:57Z,9
NA,Argentina minister defies polls in first-round vote,NA,2023-10-23T17:59:57Z,10
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T18:05:00Z,1
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T18:05:00Z,2
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T18:05:00Z,3
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T18:05:00Z,4
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T18:05:00Z,5
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T18:05:00Z,6
NA,Iran warns Israel to stop or region will 'go out of control',NA,2023-10-23T18:05:00Z,7
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T18:05:00Z,8
NA,Gangster-turned-actor Dave Courtney dies aged 64,NA,2023-10-23T18:05:00Z,9
NA,Argentina minister defies polls in first-round vote,NA,2023-10-23T18:05:00Z,10
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T18:10:02Z,1
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T18:10:02Z,2
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T18:10:02Z,3
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T18:10:02Z,4
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T18:10:02Z,5
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T18:10:02Z,6
NA,Iran warns Israel to stop or region will 'go out of control',NA,2023-10-23T18:10:02Z,7
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T18:10:02Z,8
NA,Gangster-turned-actor Dave Courtney dies aged 64,NA,2023-10-23T18:10:02Z,9
NA,Argentina minister defies polls in first-round vote,NA,2023-10-23T18:10:02Z,10
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T18:15:04Z,1
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T18:15:04Z,2
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T18:15:04Z,3
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T18:15:04Z,4
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T18:15:04Z,5
NA,Iran warns Israel to stop or region will 'go out of control',NA,2023-10-23T18:15:04Z,6
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T18:15:04Z,7
NA,Jay-Z answers $500k viral question about himself,NA,2023-10-23T18:15:04Z,8
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T18:15:04Z,9
NA,Gangster-turned-actor Dave Courtney dies aged 64,NA,2023-10-23T18:15:04Z,10
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T18:20:06Z,1
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T18:20:06Z,2
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T18:20:06Z,3
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T18:20:06Z,4
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T18:20:06Z,5
NA,Iran warns Israel to stop or region will 'go out of control',NA,2023-10-23T18:20:06Z,6
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T18:20:06Z,7
NA,Jay-Z answers $500k viral question about himself,NA,2023-10-23T18:20:06Z,8
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T18:20:06Z,9
NA,Gangster-turned-actor Dave Courtney dies aged 64,NA,2023-10-23T18:20:06Z,10
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T18:25:08Z,1
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T18:25:08Z,2
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T18:25:08Z,3
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T18:25:08Z,4
NA,Jay-Z answers $500k viral question about himself,NA,2023-10-23T18:25:08Z,5
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T18:25:08Z,6
NA,Iran warns Israel to stop or region will 'go out of control',NA,2023-10-23T18:25:08Z,7
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T18:25:08Z,8
NA,Man charged with attempting to crash passenger jet,NA,2023-10-23T18:25:08Z,9
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T18:25:08Z,10
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T18:30:12Z,1
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T18:30:12Z,2
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T18:30:12Z,3
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T18:30:12Z,4
NA,Jay-Z answers $500k viral question about himself,NA,2023-10-23T18:30:12Z,5
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T18:30:12Z,6
NA,Iran warns Israel to stop or region will 'go out of control',NA,2023-10-23T18:30:12Z,7
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T18:30:12Z,8
NA,Off-duty pilot accused of trying crash airline jet,NA,2023-10-23T18:30:12Z,9
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T18:30:12Z,10
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T18:35:14Z,1
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T18:35:14Z,2
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T18:35:14Z,3
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T18:35:14Z,4
NA,Jay-Z answers $500k viral question about himself,NA,2023-10-23T18:35:14Z,5
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T18:35:14Z,6
NA,Iran warns Israel to stop or region will 'go out of control',NA,2023-10-23T18:35:14Z,7
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T18:35:14Z,8
NA,Off-duty pilot accused of trying crash airline jet,NA,2023-10-23T18:35:14Z,9
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T18:35:14Z,10
NA,Off-duty pilot accused of trying crash airline jet,NA,2023-10-23T18:40:16Z,1
NA,Video shows Chinese beer worker urinating into tank,NA,2023-10-23T18:40:16Z,2
NA,Jay-Z answers $500k viral question about himself,NA,2023-10-23T18:40:16Z,3
NA,Biggest cervical cancer advance in 20 years hailed,NA,2023-10-23T18:40:16Z,4
NA,Brussels gunman had escaped Tunisian prison,NA,2023-10-23T18:40:16Z,5
NA,China toddler mauling prompts crackdown on dogs,NA,2023-10-23T18:40:16Z,6
NA,Iran warns Israel to stop or region will 'go out of control',NA,2023-10-23T18:40:16Z,7
NA,Who are the nine Republican US Speaker candidates?,NA,2023-10-23T18:40:16Z,8
NA,"Bobi, the world's oldest dog ever, dies aged 31",NA,2023-10-23T18:40:16Z,9
NA,Call for billionaires to face a minimum tax rate,NA,2023-10-23T18:40:16Z,10
NA,Off-duty pilot accused of trying crash airline jet,NA,2023-10-23T18:45:18Z,1
